Id,Card_Offer
292794,False
7695,False
696083,False
205587,False
344692,False
356037,False
39528,False
385262,False
893710,False
339141,False
325989,False
69990,False
355212,True
682340,False
98727,False
871034,False
853950,False
635301,False
293678,False
238943,False
273683,False
266622,False
103592,False
618518,False
640605,True
518791,False
61377,False
446214,True
352281,False
127596,False
256885,False
5780,False
922665,False
417610,False
849664,False
36780,False
782737,False
868613,True
679386,False
759417,False
424793,False
846670,False
350280,True
946832,False
180987,False
379889,False
816667,False
921730,False
820957,False
242442,False
381744,False
680798,False
765660,False
320035,False
742114,False
188435,False
181403,False
712669,False
112205,False
624570,False
292694,False
895376,False
699797,False
648061,False
666375,False
121025,False
879706,False
748038,False
396356,False
174313,False
724691,True
29409,False
650245,False
288317,False
431141,True
700417,False
536244,False
613450,False
384727,False
861324,False
862070,False
38499,False
693698,False
646103,False
756609,False
96357,False
151862,False
949719,False
706769,True
532313,False
392836,False
680545,False
512240,False
135413,False
597248,False
801720,False
74174,False
196953,False
247495,False
874645,False
519629,True
804208,False
919154,False
839759,False
634091,False
954021,False
895381,False
280651,False
664080,False
185441,False
188139,False
67870,False
78571,False
361033,False
754786,False
141383,False
641168,False
240717,False
656980,False
821127,False
985766,False
790310,False
495971,False
648420,False
110963,False
705423,False
495516,False
914255,False
552449,False
357010,False
186094,False
498423,False
813230,False
378919,False
152255,False
170554,False
595364,False
69326,False
35816,False
559027,False
221351,False
518599,False
360827,False
70297,False
450800,False
517153,False
432034,False
115186,False
291629,False
397178,False
331647,False
24847,False
340903,False
359876,False
179272,False
54248,False
753452,False
212740,False
180568,False
755631,False
379548,False
134764,False
273449,False
920531,False
677273,False
601814,True
259273,True
96955,False
715501,False
428322,False
560603,False
153458,False
743271,False
907557,False
282404,False
630609,False
366600,False
749675,False
187117,False
280827,False
183705,False
631392,False
655726,False
12676,False
345631,False
133363,False
28062,False
853224,False
838960,False
540745,False
837771,False
339061,False
493129,False
106622,False
917951,False
104066,False
111786,False
222100,False
221228,False
175869,False
334276,False
127218,False
572006,False
520909,False
418607,True
455646,False
702706,False
479383,False
700946,False
843583,False
16165,False
191057,False
389078,False
335480,False
344408,False
472793,False
339219,False
919119,False
40097,False
525133,False
203633,False
398031,False
353042,False
432950,False
527219,False
545125,False
30235,False
299906,False
869913,False
127387,True
936718,False
382981,False
68152,False
704927,False
417570,False
618174,False
409247,False
378823,False
930590,False
398008,True
5953,False
819808,False
333118,True
884952,False
552258,False
938426,False
603550,False
142797,False
409110,False
335452,False
890170,False
421861,False
858078,False
467132,False
588285,False
290936,False
723563,False
797359,False
305176,False
430724,False
612324,False
384455,True
901213,False
461761,False
661096,False
529787,False
642692,False
615214,False
335672,False
142893,False
10344,False
898820,False
488921,False
104518,False
945374,False
949975,False
829833,False
722466,False
145742,False
463614,False
309739,False
168833,False
340390,False
713639,False
216094,False
638682,False
949693,False
6580,False
573525,False
328104,False
440297,False
187395,False
120524,False
236159,False
22518,False
591228,False
204115,False
855011,False
314795,True
863619,False
772124,False
365512,False
659282,False
494859,False
38193,False
229973,False
565423,False
424244,False
982667,False
958816,False
127897,False
700341,False
462952,False
460208,False
47326,False
784359,False
738777,False
685244,False
296109,False
505977,False
380430,False
372728,False
946692,False
93670,False
555279,False
303882,False
721540,False
896681,False
639553,False
668246,False
261483,False
226198,False
787910,False
550496,True
14508,False
586031,False
856955,False
587356,False
20975,False
766129,False
793698,False
936359,False
67526,False
355763,False
961157,False
979697,False
614815,False
235692,False
309085,False
538345,False
404933,False
434440,False
595284,False
230681,False
303407,False
333328,False
960125,False
988677,False
502365,False
807916,False
911517,False
780342,False
716721,False
113546,False
647876,False
132006,False
75264,False
831021,False
778801,True
383074,False
104833,False
33664,False
508209,False
145538,False
779478,False
587543,False
634191,False
228444,False
864952,True
198147,False
429987,False
368983,False
246456,False
367607,False
140256,False
967459,False
419844,False
778539,False
67270,False
535257,False
244825,False
819438,False
399267,False
78226,False
679401,False
80294,False
364065,False
413675,False
820269,False
326308,False
265172,True
922559,False
150852,False
507305,False
266292,False
538983,False
525465,False
883867,False
328964,False
838554,False
953982,False
461894,False
880633,False
566557,False
400802,False
43526,False
696423,False
838859,False
270736,False
622511,False
532765,True
93437,False
459701,False
972577,False
344029,False
177356,False
81482,False
391465,False
257773,False
957665,False
527242,False
719738,False
271156,False
72685,False
719542,False
93512,False
303836,False
257120,False
863326,False
27599,False
654515,True
815003,False
612004,False
673761,False
83152,False
825536,False
281057,False
72562,False
32674,False
601418,False
72839,False
950258,False
207743,False
26142,False
318889,False
986461,False
48658,False
428510,False
120409,False
438805,False
889402,False
399426,True
382780,False
660803,False
240360,False
427855,False
318545,False
162312,False
563348,False
294131,False
795390,False
128249,False
999457,False
375383,False
760653,False
302304,False
383701,False
39832,False
645910,False
368611,False
565821,False
519951,False
217824,False
661371,False
53918,False
73388,False
123748,True
681223,True
497108,False
506972,False
260038,False
678551,False
408060,False
153125,False
561508,False
595142,False
599186,False
749745,False
790872,False
543880,False
49099,False
620105,False
200435,False
579949,False
349660,False
742177,False
654404,True
75476,False
988154,False
718609,False
539294,False
583751,False
377163,False
304986,False
980106,False
546265,False
943403,False
49089,False
481842,False
532553,False
747138,False
765806,False
784453,False
786418,False
463076,False
618199,True
299160,False
220765,False
619468,False
111163,False
539047,False
622439,False
238675,False
376496,False
315398,False
723956,False
869011,False
807385,False
673590,False
781748,False
592276,False
579056,False
342600,False
320144,False
352235,False
742741,False
880829,False
64831,False
844221,False
106058,False
714214,False
270568,False
991243,False
427805,False
571843,False
339446,False
105426,False
105712,False
653697,False
717986,False
374489,False
347696,False
820956,False
175032,False
488155,False
747721,False
641344,False
448706,False
238121,False
440059,False
565650,False
18857,False
587949,False
815182,False
810070,False
325064,False
259847,False
888914,False
231444,False
849290,False
887104,False
764340,False
509998,False
677248,False
924714,False
708752,False
318378,False
668902,False
303991,False
977031,False
352728,False
166812,False
629042,False
112984,False
384320,False
505445,False
942042,False
740596,False
650172,False
352000,False
774773,False
709307,False
277526,False
226187,False
993805,False
352464,False
852138,False
669673,False
181261,False
562342,False
613028,False
603865,False
236499,True
642130,False
41443,False
647000,False
507391,False
29283,True
442570,False
332493,False
166605,False
652475,False
184376,False
413446,False
77934,False
939397,False
20764,True
355656,False
819462,False
394040,False
339670,False
901437,False
750058,False
940891,True
81415,False
194281,False
591927,False
235934,False
641921,False
821219,False
290952,False
688006,False
167314,False
873783,False
403771,False
345807,False
887886,False
440062,False
97986,False
454688,False
137439,False
31284,False
67656,False
96133,False
746077,True
768483,False
170706,False
529272,False
790156,False
294413,False
950215,True
714894,True
70651,True
394502,False
282888,False
9916,True
3101,False
277422,False
728891,False
352349,False
837121,True
821726,False
468367,False
930872,True
108249,False
308292,False
572307,False
416922,False
9275,False
182346,False
388008,False
206428,False
971925,False
358381,False
180798,False
611021,False
501519,False
376879,False
815814,False
150773,False
799103,False
980972,False
954774,False
284427,False
858608,False
209821,False
814176,False
99805,False
904283,False
38096,False
464328,False
567222,False
375346,False
750218,True
921022,False
66216,False
297940,False
971628,False
574666,False
586754,False
946795,False
650248,False
995745,False
522076,False
562355,False
973974,False
479539,False
205751,False
528648,False
202984,False
683733,False
63593,False
961634,False
52792,False
360598,False
715606,False
227725,False
958118,False
866220,False
69150,False
853443,False
799099,False
35943,True
119363,False
337090,False
276616,False
398404,False
62296,False
734927,False
832752,False
703706,False
317711,False
416877,False
894204,False
582428,True
74256,False
393979,False
745788,True
25057,False
6122,False
907668,True
459139,False
240385,False
935057,False
798695,False
230614,False
711591,False
330404,False
813980,False
359114,False
902284,False
430231,False
816543,False
680485,False
212233,False
300786,False
291404,False
634082,False
670441,False
241414,True
778590,False
886439,False
991740,True
564640,False
199652,False
654471,False
883192,True
692304,False
697551,False
233719,False
126644,False
874223,False
877776,False
132722,True
992146,False
740863,False
153960,False
312290,False
84052,False
958777,True
124283,False
373145,False
228129,True
207638,False
272446,False
84871,False
669953,False
626109,False
70208,False
652820,False
57033,False
47068,False
996976,False
781895,False
573684,True
627291,True
226885,True
648234,False
230928,False
95019,False
521589,False
47763,False
818345,False
117949,False
197673,False
774021,False
669334,False
652992,False
133174,False
94442,False
334399,False
796641,False
812723,False
858729,False
835134,False
840333,False
320963,False
906432,False
809144,False
991788,False
867960,False
826427,False
35713,False
659671,False
717800,False
658288,False
217739,False
950071,False
439006,False
666433,False
31893,False
871625,False
169530,False
603665,False
843197,False
725250,False
403560,False
918690,False
527335,False
657141,True
283455,False
178096,False
54226,False
292693,False
280481,False
849119,False
695555,False
701269,False
700828,False
547358,False
109788,False
915149,False
462666,False
241333,False
69379,False
439181,False
356813,False
716774,False
770710,False
21758,False
599820,False
944006,False
347230,False
848977,False
111083,False
153109,False
616587,False
753146,False
408607,False
168766,False
808727,False
138098,False
213108,False
5540,False
776870,False
335610,False
93798,False
428690,False
441939,False
80163,False
104112,False
513159,False
908521,False
234804,False
359122,True
804290,False
918887,False
19638,False
176176,False
880330,False
42268,False
941548,False
129571,False
600593,False
238328,False
338927,False
735675,False
505180,False
290900,False
25270,False
93560,False
970571,False
225544,False
546933,False
539725,False
482408,False
898213,False
939441,False
41025,False
935774,False
842986,False
776049,False
605361,True
226551,True
237394,False
911239,False
821706,False
819487,False
908158,True
781685,False
982587,False
494902,False
135952,False
126966,False
511720,False
772073,False
795425,False
348888,False
136940,False
104792,False
354802,False
604360,False
381699,False
320425,False
806200,True
430249,True
68194,False
361911,False
451838,False
454886,False
221194,False
4583,False
161878,True
782355,False
560406,False
103871,False
745120,False
340504,False
132898,False
480349,False
546987,False
673180,False
889156,False
582575,False
256576,False
241235,False
977960,False
502398,False
72980,False
562240,False
984193,True
808371,False
780014,False
108485,False
771329,False
455394,False
69204,False
380450,False
953601,False
484685,False
651052,False
490048,False
566480,False
724947,False
177187,False
577945,False
557723,False
672472,False
193613,False
790931,False
41124,True
693831,False
883725,False
552793,False
922572,False
42081,False
772084,False
19082,False
862309,False
382988,False
291023,False
388509,False
970048,False
709906,False
291377,False
180511,False
831312,False
382537,False
153642,False
681403,False
833156,False
296002,False
656555,False
895745,False
249977,False
824032,False
694428,False
672360,False
473712,False
570755,False
321789,False
275238,False
648146,False
864785,False
920197,False
74044,False
382155,False
237897,False
24732,False
227151,False
857895,False
782025,False
693944,False
433440,False
926280,False
383353,False
624464,True
431498,False
613369,False
505712,False
926766,False
238910,False
219559,False
645773,False
666774,False
735682,False
153512,False
905269,False
529572,False
444599,False
960045,False
488995,False
642095,True
184288,False
875651,True
540274,False
45328,False
54280,False
153331,False
661497,False
195193,False
265754,False
682670,False
445052,False
615331,False
296058,False
299628,False
436689,False
488242,False
549580,False
652789,False
71441,False
675623,False
183027,False
465890,False
273556,False
581666,False
516080,False
922351,False
461581,False
31776,False
776009,False
713743,False
993933,False
823898,False
157478,False
319718,False
526659,False
673714,False
169689,False
448408,False
632986,False
904392,False
254380,False
465272,False
569870,False
352244,False
163427,False
753214,False
640054,False
713851,False
189068,False
386420,False
250548,False
637819,False
660741,False
914807,False
25946,False
153268,False
211926,False
600142,False
984960,False
361175,False
870837,False
749557,True
1849,False
992657,False
938639,False
181033,False
694037,False
945763,False
306761,False
488647,False
309627,False
727046,True
62040,False
982362,False
743135,False
159611,False
94658,False
809247,False
942905,False
121370,False
591634,False
27255,False
29220,False
839846,False
102444,False
490237,True
823446,False
983485,False
606952,False
723032,False
634556,False
776626,False
259440,True
518138,True
245771,False
770664,True
914760,False
951044,False
379727,False
902311,False
90900,False
649164,False
49020,True
96021,False
860024,False
768915,True
850523,False
264932,False
693710,False
653158,False
372525,False
262221,False
67192,True
673706,False
885290,False
6019,False
681225,False
380210,False
987540,False
122007,False
278899,False
979230,False
828934,False
55657,False
437304,False
548926,False
241163,False
248495,False
938175,True
442123,False
180539,False
764159,False
279550,False
806909,False
425228,False
285380,False
428937,False
682809,False
913895,False
989535,False
887546,False
511693,False
102250,False
470003,False
193521,False
798663,False
790822,False
116900,False
334376,False
229651,False
407682,False
34627,False
913050,False
572909,False
536200,True
186305,False
961683,False
891884,False
325428,False
55147,False
447013,False
385403,True
269890,False
90811,False
165733,False
453210,False
823610,False
442425,False
432037,True
937264,False
785215,False
656333,False
577329,False
886241,False
262407,False
262732,False
675233,False
766285,False
89824,False
963855,True
253495,False
278044,False
522308,False
658800,False
68927,False
912594,False
949742,False
195878,False
970727,False
187205,False
817492,True
633348,False
840329,True
606670,False
475461,False
507022,False
274000,False
193673,False
998976,False
346429,False
793351,False
435202,False
505810,False
617182,False
7711,False
460336,True
563649,False
725911,False
239987,False
133426,False
235477,False
117985,False
938466,True
620607,False
324460,False
181644,False
653019,False
76641,False
400922,False
531197,False
573912,False
109451,False
247582,False
121853,False
565644,False
85408,False
611847,False
801117,False
898,False
104155,False
350628,True
737346,False
816746,False
860141,False
810641,False
925709,False
258798,False
853506,False
571972,False
162044,False
169437,False
24690,False
8005,False
561292,False
770681,False
766549,False
51876,False
438389,False
433372,False
107271,False
167687,False
352371,False
526499,False
923053,True
241180,False
254783,False
637546,False
785373,True
552618,False
502307,False
924998,False
927873,True
882948,True
991049,False
971418,False
914674,False
171295,False
239435,False
394141,False
783520,False
336676,False
864709,False
104907,False
962216,False
250533,False
814035,False
306003,False
260823,False
728410,False
95847,False
96692,False
679119,False
499236,False
686664,False
36199,True
139275,False
658714,False
429297,True
90897,True
157200,False
879729,False
924214,False
393527,False
666391,False
815095,False
38491,False
531276,False
338684,False
206934,False
826059,False
726646,False
894443,False
282326,False
728115,False
384609,False
901672,False
947952,False
563645,False
530396,True
404103,False
481826,False
14330,False
27523,False
827038,False
979700,True
809465,False
774350,False
869687,False
68443,False
96131,False
449240,False
118016,False
330289,False
724633,False
520824,False
792652,False
774517,False
813122,False
50011,False
995100,False
42416,False
280735,False
482901,False
238407,False
955239,False
170687,True
547225,False
727808,False
615002,False
257095,False
692519,False
824938,False
239346,False
830506,False
443945,False
642036,False
781919,False
107851,False
168194,False
424731,True
159030,False
167363,False
762931,False
708792,False
739571,False
914404,False
898301,False
455675,False
266127,False
975564,False
707540,False
596002,False
937883,False
89330,False
959752,False
812031,False
869596,False
681525,False
742005,False
685513,False
869386,False
457462,True
867602,False
560547,False
186830,False
62272,False
824199,False
11694,False
625390,False
5789,False
556950,False
238581,False
732841,False
207615,False
446449,True
618329,False
38219,False
652093,False
151732,True
855110,False
586893,False
726836,True
230418,False
720258,False
735231,False
694581,False
879389,False
161355,False
194139,False
4018,False
470333,False
596924,False
5262,False
197299,False
936323,False
796118,False
263283,False
29112,False
82890,False
370710,False
60773,False
222632,False
39720,False
300451,False
170443,False
632895,False
598599,False
627124,False
237193,False
749214,False
261480,False
696300,False
487262,False
681154,False
703720,False
275516,False
528862,False
520679,False
977071,False
364633,True
407692,False
389441,False
773891,False
578805,False
587988,False
628825,False
575983,False
124783,False
19403,False
681743,False
478885,False
865997,False
290614,False
40042,False
759994,False
141209,False
148800,False
272113,False
541727,False
326308,False
782295,True
745368,False
366668,False
325396,False
871965,False
104605,False
757939,False
37720,False
378319,False
728704,False
271168,False
954863,False
696668,False
100284,False
366748,False
633407,False
330850,False
352618,False
761335,False
697970,False
989406,False
275522,False
621235,False
182400,False
912156,False
646625,False
247145,False
634594,False
845012,False
70229,False
899087,False
483408,False
675257,False
455122,False
133149,False
515186,False
434732,False
585915,False
79968,False
608936,False
820870,False
778342,False
321383,False
505046,False
627883,False
952823,False
457282,False
404674,False
189318,False
820068,False
206061,False
836600,False
656312,False
226777,False
447177,False
218982,False
411106,True
454691,False
66475,False
972161,False
619173,True
648911,False
713812,False
675853,False
489495,False
885451,False
939361,False
986301,False
936018,False
505749,True
261984,False
534617,False
259894,True
774062,False
220100,False
121542,False
521793,False
683894,False
555162,False
370888,False
462582,False
3274,False
982885,False
632539,True
146530,False
680719,False
766039,False
364259,False
640099,False
15418,False
829387,False
816241,True
643830,False
386024,False
205151,False
693231,False
445577,False
39892,False
495223,False
790268,False
77744,False
351191,False
218674,False
362143,False
792785,False
637053,False
46408,False
283364,True
154903,False
95899,False
507565,False
37288,True
490228,False
990263,True
411942,False
217941,False
87640,False
901574,False
984247,False
399852,False
571453,False
600669,False
454281,False
264526,False
285576,False
820376,False
808834,False
148395,False
785684,False
549572,False
795742,False
547772,False
71843,False
766059,False
803959,True
435387,False
217264,False
107106,False
172290,False
580876,False
251510,False
778138,False
878989,False
629397,False
144625,True
466865,False
146774,False
287901,False
472606,False
15686,False
879747,False
710367,False
848244,False
87565,False
876846,False
356529,False
459084,False
322723,False
534397,False
105165,True
790694,False
730131,False
441968,False
135419,False
535143,False
25298,False
550679,False
367680,False
287524,False
185402,False
851398,False
856727,False
128755,False
695336,False
575248,True
604148,False
286030,False
175852,False
120939,False
117030,False
611677,False
395204,False
484963,False
564470,False
898629,True
778047,False
736088,False
455049,False
672685,False
373446,False
80299,False
11796,False
208748,False
549418,False
382807,False
931155,True
477206,False
24829,False
59230,False
612192,False
172466,False
280714,False
97761,False
664517,False
864447,False
81110,False
996957,False
113284,False
310028,False
292172,False
229522,False
912371,False
422093,False
416925,False
798822,True
458814,False
361305,False
967148,False
706677,False
158680,False
504055,False
803590,False
451684,False
789672,False
412962,False
987728,False
715013,False
113142,False
579276,False
252223,False
984323,False
640046,False
822583,False
537349,False
662411,False
820401,False
515703,False
529807,False
545078,False
696035,False
360429,False
495399,False
279918,False
99871,False
4371,False
646725,False
21137,False
456753,False
87372,True
54001,False
717130,False
217991,False
848735,False
831745,False
224307,False
506141,False
350960,False
653450,False
659003,False
225866,False
427761,False
501562,False
227009,False
310911,False
342708,False
363954,False
971987,False
612365,False
929349,False
487923,False
747640,False
956312,False
349895,False
853366,False
585259,False
936721,False
923408,False
44160,False
132777,False
516693,False
788910,False
790651,False
477494,False
800785,False
204394,False
67898,False
533870,False
192689,True
82204,False
133218,False
35853,False
304201,False
970605,True
621253,False
157436,False
48507,True
635853,False
183020,False
755939,False
429181,False
713289,False
503158,False
448344,False
105140,False
474246,False
41643,False
986670,False
65981,False
854868,False
750697,False
540064,False
28115,False
225148,False
45042,False
570415,True
815968,False
591807,False
170945,False
324651,False
328242,False
544261,False
823485,True
465870,False
818293,False
838995,True
762363,False
900236,False
363167,False
406664,False
325153,False
166545,False
693547,False
569969,False
210669,False
888638,False
763228,False
964462,False
793318,False
158497,False
595905,False
717572,False
542579,False
903074,False
161138,False
343663,False
943974,True
505123,False
179588,False
764850,False
455493,False
993078,False
50458,False
94884,False
889223,False
180642,False
159791,False
76477,False
739310,False
235917,False
594591,False
332289,False
127285,False
840501,False
458814,False
277142,False
270858,False
63122,True
773224,False
883802,False
625433,False
376174,False
151079,False
543177,False
504051,False
932768,False
209266,False
945144,False
597679,False
298910,False
369014,False
255471,True
291857,False
536234,False
803849,False
195743,False
764409,False
171193,False
275678,False
939543,False
108361,False
759978,False
915502,False
574250,False
745930,False
172932,False
486652,False
365180,False
219504,False
714516,False
536076,False
629852,False
201156,False
61718,False
640059,False
573952,False
232216,False
907130,False
510294,False
415503,False
205827,False
198336,False
618478,False
921082,False
278621,False
453486,False
419148,False
259285,False
801349,False
165657,False
783485,False
963212,False
550660,False
477588,False
581147,False
455273,True
707835,False
360333,False
529361,False
182966,False
728298,False
497292,False
524016,False
772637,False
303564,False
149311,False
654329,False
513096,False
383831,False
264515,False
151210,False
764422,False
412606,False
593185,False
121508,False
588124,False
608485,False
207455,False
16227,False
697758,True
676252,False
994399,False
351879,False
884749,False
202132,False
409958,False
383622,False
605357,False
879587,False
389035,False
444553,False
313818,False
553338,False
804074,False
284084,False
511719,False
153964,False
539097,False
187167,False
372419,False
859541,True
624804,True
258279,False
613207,False
169858,False
484000,False
393711,False
164166,False
286586,False
721822,False
354646,False
256822,False
984317,False
448971,False
399447,False
761232,False
971644,False
82508,False
800263,False
362314,False
787716,False
514386,False
391471,False
67217,False
262232,False
444704,False
104634,False
482468,False
34170,False
886269,False
230527,False
833831,False
434138,False
222717,False
440162,False
940851,False
421775,False
38864,False
366004,False
281421,False
311617,True
885669,False
179715,False
904580,False
266843,False
893560,False
352526,False
707778,False
312726,False
419416,False
707376,True
773018,False
589142,False
993344,False
891144,False
535683,False
752897,False
797510,False
476750,False
619156,False
43620,False
493344,False
928676,False
774666,False
178059,False
457223,False
826832,False
768929,False
265701,False
510904,False
317447,False
562598,False
305329,False
13675,False
59669,False
608606,False
764198,False
61152,False
84315,False
213740,False
392252,False
777574,False
612513,False
960408,False
291643,False
961079,False
408756,False
458333,False
191664,False
17637,False
195008,False
942025,True
12252,False
887796,False
55285,False
430486,False
275190,False
590505,False
732016,False
722055,False
653037,False
391086,False
945923,False
637151,False
104085,False
944463,False
818816,False
333960,False
283456,False
279765,False
352195,False
463010,False
867575,False
251610,False
12791,False
393180,False
942719,False
512831,False
522283,False
60643,False
897804,False
865167,False
553386,False
335749,False
225161,False
845370,False
726580,False
605775,True
254009,False
872814,False
740812,False
240016,False
42198,False
616573,False
112739,False
546228,False
622000,True
536132,False
206708,False
658456,False
753294,False
162601,False
445579,False
311687,False
99816,False
706771,False
631293,False
706754,False
337944,False
672559,False
409755,False
950874,False
561433,False
115768,False
71352,False
974761,False
679316,False
384084,False
713869,False
597063,False
581327,False
516478,False
12383,False
802094,False
381408,False
72953,False
866758,False
678629,False
160002,False
538572,False
141560,False
649416,False
426151,False
233481,False
786596,False
512178,False
358135,False
227167,False
521540,False
579445,True
749976,False
31433,False
808289,False
645291,False
773946,False
865127,False
866125,False
317206,False
537458,False
268781,True
743262,False
843758,False
108546,False
755713,False
821641,False
326621,False
138912,False
209561,False
556196,False
601631,False
598746,False
413075,False
885467,False
381090,False
480614,False
355219,False
439901,False
264491,False
92076,False
577822,False
317883,False
407666,False
322527,False
88927,False
743878,False
957103,False
763368,False
747075,False
385987,False
321718,False
646008,False
866459,False
363283,False
809366,False
587708,False
127203,False
728583,False
284460,False
297816,False
783753,False
139587,False
229380,False
178396,False
675288,False
872948,False
940607,False
296470,False
744817,False
905365,False
165341,False
719498,False
745884,False
989556,False
244427,False
199582,False
267958,False
11356,False
47616,False
904995,False
94068,False
189821,False
29100,False
933558,False
313614,False
201408,False
89461,False
214782,False
848347,False
32853,False
427954,True
21900,False
162460,True
130004,True
477259,False
332697,False
878720,True
735226,False
291447,False
197344,False
89619,False
723959,False
854642,False
9569,False
65747,False
256117,False
441569,False
875686,False
597706,False
548497,False
52060,False
454548,False
577939,False
849702,False
194776,False
141159,False
23411,False
219909,False
292669,False
124954,False
906802,False
626047,False
781296,True
931765,False
564581,False
982854,False
681188,False
644069,False
209906,False
854887,False
203762,False
622588,False
909852,False
798036,False
435939,False
408588,False
611089,False
132807,False
351113,False
661996,True
23263,False
961449,False
636890,False
962462,True
912918,False
773149,False
822385,False
96304,False
198149,False
382220,True
630576,False
904206,False
935664,False
135805,False
532867,False
908612,False
903994,False
58492,True
651689,False
613644,False
191178,False
296248,False
415306,False
356969,False
204948,False
454345,False
685840,True
919233,False
375987,False
803704,False
400061,False
761091,True
640337,False
934378,False
418523,True
69745,False
382203,False
173102,False
288241,False
349911,False
749749,False
699204,False
423166,False
254078,False
433631,False
550979,False
245038,False
742899,False
443376,False
648100,False
315935,False
432762,False
655696,False
3520,False
739563,False
986449,False
827010,False
542619,False
688371,False
150958,True
611862,False
580909,False
782856,False
696121,False
272891,False
468195,False
60726,False
736548,False
902880,False
961319,False
747860,True
32376,False
431056,False
375298,False
987963,False
68880,False
589530,True
578975,True
846191,False
386757,False
66006,False
121758,False
637150,False
401725,True
417659,False
232315,False
191585,False
914714,False
346723,False
8366,False
951941,False
38453,True
765600,False
